Machine_ID,Temperature,Run_Time,Downtime_Flag
M-110,72.61,6118,0
M-559,116.64,10000,1
M-706,116.88,1467,1
M-241,89.23,8745,0
M-382,77.12,9970,1
M-306,114.69,3948,0
M-839,117.42,4777,1
M-648,75.05,2805,0
M-949,87.74,6717,1
M-822,55.41,5806,1
M-486,91.12,6816,0
M-576,75.92,6071,1
M-199,90.86,6054,1
M-952,53.04,5545,0
M-158,85.9,5652,0
M-864,74.04,7660,1
M-815,103.83,302,1
M-241,118.39,5730,1
M-594,93.6,1550,1
M-887,53.25,9454,0
M-291,80.81,1183,1
M-633,62.41,8522,0
M-329,65.27,1002,1
M-264,114.99,4743,0
M-433,108.87,9719,1
M-778,60.42,8037,1
M-977,75.2,7988,1
M-363,114.21,2365,0
M-204,110.83,5208,1
M-245,72.6,137,0
M-969,69.95,4967,1
M-573,86.84,4725,0
M-422,119.77,5781,1
M-583,61.97,8002,1
M-831,107.7,5693,0
M-725,79.63,8865,0
M-621,104.39,9094,1
M-552,72.66,196,0
M-347,52.93,2179,1
M-672,96.21,7543,0
M-585,105.64,4606,1
M-832,68.94,7181,0
M-822,82.11,6894,1
M-933,57.77,896,0
M-192,108.66,6781,0
M-122,62.88,801,0
M-502,62.34,5918,0
M-977,98.68,3561,1
M-929,73.11,2417,1
M-982,81.21,4064,0
M-503,51.84,1602,1
M-464,86.14,933,0
M-957,79.05,4329,0
M-464,100.95,1017,0
M-158,86.65,660,1
M-491,68.47,660,1
M-503,103.3,6359,1
M-821,94.68,2040,1
M-604,102.3,1407,0
M-846,78.35,343,1
M-361,89.48,5386,1
M-990,75.18,2659,0
M-891,97.17,4908,1
M-415,69.74,5265,0
M-169,75.87,415,0
M-797,106.5,9756,0
M-771,73.01,1702,1
M-115,95.77,8102,1
M-359,81.9,1794,1
M-929,58.81,2294,1
M-579,86.86,5878,0
M-240,68.49,8635,1
M-988,80.46,8664,0
M-685,101.51,5975,0
M-181,117.77,7993,0
M-479,69.59,1744,1
M-112,59.94,3921,1
M-531,73.06,6064,0
M-821,103.52,7598,0
M-215,75.38,586,0
M-658,51.24,6998,0
M-710,87.18,9735,0
M-981,57.33,6811,0
M-609,63.98,9036,1
M-347,62.97,6041,0
M-276,55.05,7515,0
M-521,72.14,5642,0
M-857,67.12,744,0
M-891,90.6,3616,0
M-751,81.72,4999,1
M-291,61.84,5586,1
M-407,59.57,1707,0
M-301,68.01,3763,0
M-378,97.58,3541,1
M-485,101.06,2086,1
M-460,111.0,6706,0
M-644,80.24,8322,0
M-755,72.63,415,1
M-937,51.74,1157,0
M-801,61.17,2644,0
M-913,119.42,478,0
M-325,57.25,4859,1
M-799,64.95,9739,1
M-772,98.5,6200,0
M-578,105.15,7868,0
M-584,83.79,427,0
M-482,108.55,8136,1
M-479,79.81,8699,1
M-341,119.73,978,0
M-815,83.63,8886,0
M-264,102.84,1865,0
M-821,51.05,4981,0
M-463,64.59,5736,1
M-724,114.41,7152,1
M-869,109.97,2155,0
M-513,113.17,1502,0
M-761,53.27,814,0
M-504,60.81,1164,1
M-705,107.19,9782,0
M-463,51.11,8172,1
M-795,79.43,897,0
M-721,99.58,2450,1
M-832,109.33,5861,1
M-831,77.51,9125,0
M-943,95.37,1742,0
M-705,87.95,5411,0
M-694,89.47,6653,1
M-587,109.31,5985,0
M-993,83.53,9361,0
M-327,119.29,8478,1
M-662,57.85,3828,1
M-311,62.88,7057,1
M-682,114.97,9183,1
M-420,104.3,3050,0
M-356,78.77,7018,1
M-878,108.12,5272,0
M-529,66.18,4571,0
M-861,64.65,2879,1
M-813,87.52,229,1
M-457,113.05,1560,1
M-178,105.56,2459,0
M-737,102.01,952,1
M-638,98.38,6542,0
M-763,92.17,9832,1
M-450,115.87,9212,0
M-440,86.55,2661,1
M-405,63.73,7415,0
M-656,72.07,6687,0
M-865,116.36,5777,1
M-954,111.86,9619,1
M-189,88.97,4926,0
M-807,114.82,1948,0
M-900,94.49,1202,0
M-841,66.32,340,0
M-508,107.93,9725,0
M-270,111.93,7859,0
M-760,104.66,5037,1
M-565,98.19,1813,1
M-955,90.07,2512,0
M-442,87.44,3057,1
M-426,52.02,7650,1
M-475,73.17,8752,0
M-154,93.26,6463,1
M-868,82.94,6816,0
M-525,104.45,7175,1
M-113,67.39,6331,0
M-620,74.06,4856,0
M-229,79.32,8182,1
M-292,73.64,9289,1
M-212,59.36,9561,1
M-267,102.25,2551,0
M-710,118.53,1842,1
M-333,92.07,2848,0
M-406,119.38,510,1
M-560,112.16,9840,1
M-627,93.62,9192,0
M-774,104.84,9340,1
M-615,67.95,7428,1
M-285,84.09,2430,0
M-632,81.9,8162,0
M-495,90.17,1259,0
M-820,70.75,6949,0
M-151,60.24,2743,1
M-894,114.26,1927,0
M-282,53.09,8970,0
M-648,65.01,3825,1
M-122,85.98,1177,0
M-894,102.66,7818,1
M-945,93.1,3083,1
M-399,51.84,2278,0
M-829,96.65,1238,1
M-565,109.58,8527,0
M-721,110.79,9452,1
M-157,72.26,2697,0
M-601,52.43,3938,1
M-709,74.36,2591,1
M-404,64.23,6922,0
M-667,82.21,1154,0
M-610,69.73,1561,0
M-238,58.31,5970,0
M-477,117.56,7594,1
M-161,81.5,7098,0
M-778,112.62,8046,0
M-535,101.62,7561,0
M-121,95.86,355,1
M-289,111.51,3915,1
M-772,99.8,7904,0
M-211,72.59,1161,1
M-777,59.75,3790,1
M-659,54.71,7767,1
M-702,69.83,7568,0
M-588,104.9,6385,0
M-890,99.88,563,1
M-725,113.55,4805,0
M-626,67.95,4258,1
M-161,83.91,5069,0
M-327,90.66,4939,0
M-385,84.73,1898,1
M-444,97.15,6119,0
M-913,68.99,4372,1
M-369,78.87,5302,0
M-693,57.39,5384,0
M-431,57.9,8459,1
M-355,118.67,9677,1
M-137,116.19,9366,1
M-411,57.73,3118,0
M-613,89.64,7280,1
M-401,90.46,4468,0
M-193,109.82,7717,0
M-874,55.7,1404,1
M-329,102.59,1681,0
M-598,108.29,2643,0
M-586,63.9,6175,0
M-137,88.53,2929,0
M-802,101.18,811,1
M-694,66.38,5865,1
M-890,58.0,6935,1
M-327,107.02,7489,0
M-648,64.02,2553,1
M-919,94.62,9729,0
M-887,116.86,8533,1
M-483,66.08,2110,1
M-611,105.53,1119,0
M-627,98.87,6992,0
M-728,115.84,4978,0
M-426,96.83,1289,0
M-614,66.66,307,1
M-201,67.39,5213,0
M-652,51.1,4438,0
M-334,54.32,4855,0
M-686,58.93,6467,1
M-123,74.06,7969,0
M-439,88.21,7446,0
M-409,51.76,8866,0
M-686,69.03,9987,1
M-824,60.14,579,0
M-157,51.06,2375,0
M-937,113.29,4176,1
M-687,80.22,3636,1
M-175,71.19,9370,1
M-744,104.83,2171,1
M-354,51.9,5707,1
M-234,76.66,9288,0
M-291,89.03,9807,0
M-934,84.61,6991,0
M-930,85.84,7733,0
M-823,110.64,5550,0
M-571,108.73,6506,1
M-127,70.73,1498,0
M-576,86.95,7703,0
M-933,67.39,2471,1
M-897,90.15,1657,1
M-667,74.07,3749,0
M-378,64.62,3101,1
M-446,54.53,6593,0
M-929,57.33,8315,0
M-606,63.62,4202,0
M-173,79.79,2168,0
M-736,109.05,2276,0
M-478,71.66,6428,1
M-104,88.01,2405,0
M-175,102.03,7303,1
M-898,117.14,4896,0
M-108,111.08,2666,0
M-877,112.37,9477,0
M-571,51.7,2498,0
M-474,93.21,6931,0
M-542,60.7,7016,1
M-368,90.42,1455,1
M-236,75.66,3200,0
M-220,103.04,5004,0
M-169,75.09,2910,0
M-229,77.23,5448,0
M-157,115.8,4715,1
M-708,79.52,802,0
M-296,101.69,4295,1
M-714,107.89,8180,0
M-241,85.89,8709,0
M-394,68.34,3913,0
M-907,80.75,8116,0
M-161,68.08,9431,0
M-739,57.58,2793,1
M-861,98.66,6374,0
M-762,102.48,8311,0
M-743,81.39,9983,1
M-375,92.08,9276,0
M-616,100.77,3770,1
M-126,107.58,9739,0
M-533,115.22,1598,0
M-279,57.94,8193,0
M-722,92.93,6805,1
M-950,97.37,4498,1
M-922,115.45,610,1
M-493,74.02,4157,1
M-709,74.58,8234,1
M-390,90.71,4790,0
M-153,77.68,5240,0
M-827,94.71,7046,1
M-644,92.59,4396,1
M-545,102.3,8822,0
M-710,59.68,219,1
M-386,67.61,7367,1
M-129,73.48,3379,0
M-720,113.79,1657,1
M-707,60.01,9112,1
M-469,69.47,7335,0
M-324,109.3,9838,1
M-620,119.88,3074,0
M-231,107.14,4130,1
M-828,101.7,3755,0
M-424,67.17,7180,0
M-173,70.23,8288,0
M-234,100.3,1881,1
M-576,53.38,4067,0
M-309,70.5,4697,1
M-889,96.01,2288,1
M-672,105.47,1847,1
M-521,88.11,6886,1
M-439,77.24,3456,1
M-475,91.43,4661,0
M-108,64.18,6888,0
M-628,103.24,2747,0
M-407,86.78,3585,1
M-381,74.95,2913,0
M-146,101.08,6896,1
M-904,78.59,7599,1
M-228,104.9,9297,0
M-908,103.97,8233,1
M-582,109.92,2384,0
M-683,53.67,3694,0
M-989,101.68,5471,0
M-216,77.78,2432,0
M-732,77.21,6511,1
M-304,101.1,1755,0
M-719,82.26,5554,0
M-335,101.43,4389,0
M-781,82.75,9237,0
M-312,99.69,9584,1
M-913,53.49,4388,1
M-185,67.54,1748,0
M-145,67.16,8693,1
M-405,56.32,8065,0
M-305,59.13,9044,0
M-584,63.86,3079,1
M-956,74.48,6904,0
M-945,115.27,9368,0
M-646,115.23,896,0
M-976,66.8,3962,1
M-904,74.38,6235,1
M-392,72.72,5866,0
M-612,78.37,4829,0
M-464,103.04,5324,1
M-636,112.28,9046,1
M-170,94.81,6199,1
M-250,104.64,7977,1
M-919,88.15,7807,1
M-669,72.49,1124,1
M-658,59.5,421,0
M-670,70.14,9834,1
M-699,63.95,1084,1
M-473,86.37,1461,1
M-881,99.04,6482,0
M-599,65.97,1880,1
M-528,79.2,4406,1
M-222,102.61,397,1
M-722,91.77,839,1
M-904,63.41,2402,0
M-359,106.11,6196,0
M-110,103.17,7746,1
M-419,108.12,7877,1
M-345,82.1,5627,0
M-133,74.03,7021,1
M-782,85.32,9536,1
M-525,84.08,9771,0
M-590,108.83,9140,0
M-619,101.29,113,1
M-927,84.89,5931,0
M-110,117.36,6447,0
M-613,63.62,3048,1
M-870,50.57,5360,1
M-140,65.56,8600,0
M-598,107.18,8497,0
M-593,112.38,521,0
M-899,111.82,6878,0
M-666,98.14,3979,1
M-399,84.64,2460,0
M-232,117.54,1249,1
M-766,89.43,4663,1
M-201,107.9,5716,1
M-749,102.7,5918,0
M-742,62.57,7013,1
M-194,79.86,8662,1
M-411,53.82,9734,0
M-732,73.58,8287,1
M-336,77.81,6521,1
M-238,113.33,864,1
M-342,97.34,3561,0
M-964,118.96,9797,1
M-961,92.67,5961,0
M-728,110.89,4346,1
M-367,108.49,6758,1
M-251,72.79,8249,0
M-983,57.24,3640,0
M-207,102.77,2050,0
M-833,118.28,8020,1
M-408,110.03,4004,0
M-227,91.84,6883,1
M-142,104.42,9057,0
M-332,81.76,3609,0
M-116,71.33,6314,1
M-161,57.43,4771,0
M-534,108.26,3678,1
M-150,87.58,631,0
M-607,71.69,6385,0
M-778,69.0,9299,1
M-425,69.7,3719,1
M-258,99.58,5124,0
M-467,62.12,8504,0
M-286,76.72,8727,0
M-221,98.85,7218,0
M-801,92.07,975,1
M-102,68.56,4645,0
M-734,81.91,4443,1
M-299,114.61,6815,0
M-262,86.11,5633,1
M-944,68.61,2627,1
M-389,102.86,2328,0
M-574,90.14,260,0
M-314,108.59,1169,1
M-285,100.03,5271,0
M-558,71.15,4130,1
M-128,119.35,3379,1
M-495,91.63,4256,0
M-459,60.95,6522,1
M-628,67.85,2630,0
M-565,100.84,6390,0
M-339,109.33,6627,0
M-998,87.83,9103,1
M-445,102.36,4516,1
M-493,76.02,9229,0
M-340,109.12,8732,1
M-866,78.41,4890,1
M-572,115.22,3875,0
M-578,67.7,467,0
M-111,77.35,7224,1
M-151,86.86,8813,1
M-372,71.36,1236,1
M-745,106.26,3091,1
M-847,111.24,2469,1
M-347,65.18,6302,0
M-368,108.51,8501,1
M-864,51.92,5240,1
M-554,95.33,5204,1
M-513,107.91,3441,1
M-766,73.58,9120,1
M-433,95.4,1795,0
M-714,94.53,7162,1
M-124,84.88,7746,1
M-661,103.29,4234,1
M-451,78.38,6117,1
M-702,51.5,3166,0
M-349,104.56,2400,1
M-809,117.52,1099,1
M-403,58.35,6283,1
M-610,106.88,910,1
M-614,63.22,5721,1
M-538,116.48,2109,0
M-882,112.61,5463,1
M-249,108.11,7783,1
M-357,107.12,3870,1
M-716,97.47,7692,0
M-789,101.21,9089,0
M-590,69.98,102,1
M-184,91.31,2797,1
M-359,92.14,7186,1
M-490,94.76,7441,0
M-797,95.85,6607,1
M-951,84.47,9064,1
M-566,90.1,3329,1
M-825,63.33,4707,1
M-677,51.1,8782,0
M-531,110.87,1085,1
M-629,53.1,6528,1
M-851,85.61,8023,0
M-895,68.4,8818,0
M-195,115.43,7304,1
M-327,87.02,2541,0
M-267,86.61,7501,0
M-410,100.03,8658,0
M-236,87.52,9764,0
M-997,114.06,3206,1
M-762,88.25,6289,1
M-260,78.3,9517,0
M-919,114.81,8121,1
M-738,75.6,3111,1
M-599,52.01,1821,0
M-732,66.53,7990,0
M-104,82.09,8406,1
M-956,62.52,9524,0
M-243,62.72,8871,1
M-275,74.18,743,0
M-903,104.42,134,0
M-113,54.16,7502,1
M-693,113.47,683,1
M-578,62.54,8506,1
M-402,110.19,2094,0
M-425,71.06,7311,0
M-338,109.1,7500,0
M-850,112.28,4511,1
M-253,85.39,8488,1
M-524,76.45,9305,0
M-835,67.08,5186,0
M-335,112.12,282,1
M-695,62.53,1848,1
M-422,104.6,4090,0
M-230,58.83,4080,1
M-534,84.88,4984,0
M-642,51.76,7090,1
M-396,53.53,8420,0
M-373,82.23,9013,1
M-513,119.82,2700,0
M-373,74.1,6690,0
M-252,77.8,9844,1
M-597,64.89,6060,1
M-381,75.94,4874,1
M-587,80.97,1131,0
M-783,119.03,1697,0
M-467,100.32,2801,0
M-288,55.34,9621,0
M-629,108.0,699,0
M-729,104.97,989,0
M-669,87.93,6363,1
M-505,62.04,5199,0
M-245,90.49,7437,0
M-674,52.42,6708,0
M-756,115.18,6557,0
M-423,89.58,5035,1
M-584,101.79,7239,1
M-394,105.78,1561,1
M-472,52.1,3877,1
M-951,107.23,1945,0
M-729,97.26,9411,0
M-843,116.51,3523,1
M-364,71.97,5188,0
M-368,115.49,6855,0
M-802,106.94,9384,1
M-467,90.22,8036,1
M-571,65.39,8699,1
M-778,91.96,2430,0
M-172,92.96,1356,1
M-740,86.48,6123,1
M-724,54.33,3306,0
M-333,84.52,1419,1
M-688,109.74,2869,0
M-198,65.86,7795,1
M-337,53.52,4337,1
M-392,102.65,3287,1
M-843,66.71,5519,1
M-626,85.0,7616,1
M-217,91.61,8637,0
M-207,109.79,7539,1
M-821,69.81,6181,0
M-629,69.77,9654,1
M-617,100.41,5018,1
M-568,68.3,8785,1
M-189,62.97,3216,0
M-265,72.58,6370,1
M-856,83.3,3308,0
M-436,61.73,5807,0
M-253,114.15,797,0
M-895,50.29,772,1
M-861,89.86,697,0
M-106,57.1,7585,0
M-867,116.56,6592,1
M-673,85.35,5573,0
M-340,57.66,9270,0
M-624,69.6,4779,0
M-436,66.01,6209,1
M-111,118.85,1330,0
M-717,89.25,4799,0
M-589,78.8,1046,1
M-783,119.37,5845,1
M-430,80.04,3243,1
M-328,78.85,4970,1
M-455,89.59,218,0
M-126,75.32,6756,0
M-283,68.78,5874,0
M-516,70.29,9472,0
M-668,88.95,7730,0
M-563,76.25,3376,1
M-479,115.1,255,0
M-340,85.83,7495,1
M-565,98.46,6764,0
M-648,55.68,8656,1
M-407,54.05,2724,1
M-376,74.26,4552,0
M-530,64.3,989,0
M-820,82.75,2140,0
M-608,110.82,3074,0
M-771,69.63,340,0
M-200,86.94,4019,0
M-962,97.49,6947,1
M-496,90.64,4201,0
M-225,74.15,7087,0
M-945,60.33,9261,0
M-820,115.23,8979,1
M-658,82.61,507,0
M-209,113.57,4320,1
M-605,113.66,3613,1
M-704,93.63,7016,0
M-908,55.19,5398,0
M-597,96.87,864,0
M-766,93.5,427,1
M-241,104.01,4455,1
M-118,54.91,6610,0
M-398,109.57,5934,0
M-978,62.62,3745,0
M-736,105.66,7311,1
M-858,84.93,1152,0
M-115,96.24,5432,0
M-566,107.13,593,1
M-680,104.81,2389,1
M-384,78.26,4438,0
M-758,98.74,1249,1
M-174,88.84,126,1
M-466,119.81,510,1
M-550,103.05,358,1
M-350,106.92,9281,1
M-603,85.51,8032,1
M-162,108.28,8964,0
M-300,54.14,1717,1
M-700,104.53,7837,1
M-837,56.64,3163,0
M-482,90.97,1864,1
M-694,73.52,447,1
M-348,90.67,634,1
M-127,84.21,5392,1
M-331,116.91,683,1
M-631,70.4,4780,0
M-521,111.35,1762,0
M-885,99.81,7807,1
M-832,77.6,3546,0
M-431,99.02,5517,1
M-643,112.89,3250,0
M-952,106.84,4950,0
M-501,119.96,1853,0
M-116,84.06,5444,1
M-583,80.61,9295,1
M-862,73.46,8577,1
M-562,90.21,9905,0
M-232,72.2,3395,0
M-916,105.71,1287,0
M-315,83.07,6859,1
M-978,86.87,794,0
M-897,93.19,6141,0
M-217,69.13,9320,1
M-404,91.33,9424,0
M-179,94.68,1785,1
M-619,117.25,6764,0
M-618,112.51,6740,0
M-311,50.9,7231,1
M-903,66.7,140,1
M-680,82.26,665,0
M-101,92.79,1375,0
M-541,115.28,1941,0
M-533,94.4,3043,0
M-292,89.1,7718,0
M-551,72.9,3185,0
M-724,69.25,1349,1
M-846,113.79,3136,1
M-314,108.63,2871,0
M-417,74.58,385,0
M-149,114.41,8376,0
M-964,103.63,8653,1
M-286,114.79,2600,0
M-212,114.24,7040,1
M-167,97.79,2305,1
M-572,111.29,7690,0
M-911,112.66,3087,1
M-524,116.46,4407,1
M-663,53.58,6208,0
M-960,112.31,5600,1
M-660,59.68,6938,1
M-193,70.25,379,0
M-718,57.21,4470,0
M-508,103.15,419,0
M-895,60.24,526,1
M-498,93.3,3647,0
M-835,58.16,8710,1
M-995,100.68,7934,0
M-160,54.99,4924,1
M-383,99.56,4372,0
M-715,104.95,9995,0
M-259,82.54,1312,1
M-303,96.24,4539,1
M-746,70.57,9016,1
M-826,81.77,3671,0
M-814,78.22,9627,1
M-351,57.29,6171,0
M-557,114.71,7080,0
M-449,58.38,6764,0
M-929,81.6,2425,0
M-970,116.46,6220,0
M-789,110.33,9686,0
M-718,60.03,1564,1
M-246,76.82,2273,1
M-231,92.24,5486,0
M-771,54.16,2081,1
M-453,107.07,2598,1
M-922,57.37,2789,1
M-562,92.41,1249,1
M-193,50.23,7165,1
M-357,119.2,7067,0
M-209,79.01,8605,1
M-796,106.45,8921,1
M-363,60.32,5438,0
M-641,81.81,363,0
M-137,76.75,9534,1
M-519,100.51,6140,0
M-488,99.65,8618,0
M-273,61.34,9183,0
M-105,52.38,6169,1
M-792,60.08,5566,0
M-559,104.09,776,0
M-164,86.58,8836,0
M-103,93.14,3051,1
M-289,79.42,5388,1
M-922,78.19,9216,0
M-800,89.32,8729,0
M-116,104.02,6759,0
M-218,58.83,791,1
M-817,74.96,4214,0
M-394,96.09,7494,1
M-966,115.08,9051,1
M-768,89.73,1238,1
M-242,78.36,8317,0
M-723,51.78,2716,1
M-231,79.62,336,0
M-388,77.79,5808,0
M-433,90.85,1722,0
M-720,85.97,3127,1
M-127,106.51,7384,0
M-130,94.77,1731,1
M-646,108.0,943,0
M-359,61.3,2352,0
M-635,101.91,9333,1
M-174,102.47,1373,0
M-653,55.36,4007,0
M-151,90.67,713,1
M-508,107.86,8333,1
M-781,112.27,6362,1
M-680,57.83,2548,1
M-475,118.27,1642,1
M-238,110.72,1939,1
M-579,100.12,4642,1
M-774,100.94,8156,1
M-904,110.01,3895,0
M-702,93.0,554,0
M-802,111.65,1051,0
M-811,83.26,3665,0
M-217,87.97,628,1
M-521,99.26,2998,1
M-526,78.33,6862,0
M-934,84.26,1288,0
M-149,63.57,8961,0
M-562,101.55,9738,1
M-551,88.38,3990,0
M-642,109.09,7116,0
M-630,77.07,9111,1
M-812,62.39,463,1
M-269,69.09,2450,1
M-794,107.84,8954,0
M-792,86.21,3623,0
M-443,115.24,5848,1
M-130,58.96,1957,0
M-352,117.85,1856,1
M-523,86.49,8865,1
M-905,104.47,7785,1
M-654,76.36,5681,1
M-602,65.55,5061,0
M-312,85.87,2449,1
M-665,106.58,2559,1
M-223,68.92,7628,0
M-257,75.83,8817,1
M-968,103.29,6027,0
M-669,93.66,9674,0
M-149,95.09,479,0
M-894,89.47,8113,1
M-573,117.96,7483,0
M-329,110.86,6103,0
M-656,81.07,2177,1
M-479,74.81,3694,0
M-795,60.52,8028,0
M-243,86.07,6263,1
M-556,102.74,2538,1
M-382,58.32,6358,1
M-525,87.86,9174,1
M-570,80.58,5655,0
M-837,91.82,4286,1
M-897,97.76,6031,0
M-461,61.89,2595,0
M-177,50.49,4897,0
M-574,54.67,1526,1
M-353,112.55,8464,1
M-849,50.11,5658,1
M-963,67.89,1238,1
M-271,93.57,3143,0
M-859,91.75,7245,1
M-487,72.02,6728,0
M-601,106.97,2861,1
M-631,110.86,9457,1
M-282,75.23,3247,1
M-593,51.99,734,1
M-373,75.48,896,1
M-483,104.32,1680,1
M-213,50.5,5988,0
M-393,78.93,2825,1
M-568,95.87,7418,1
M-942,116.0,696,0
M-667,76.51,2961,0
M-931,77.99,2671,0
M-239,81.37,5867,0
M-487,80.67,2403,0
M-638,53.53,1800,1
M-717,71.42,4909,0
M-934,75.06,2525,1
M-962,87.57,1230,0
M-253,67.12,637,1
M-304,101.45,8793,0
M-647,82.94,5132,0
M-601,51.28,1077,0
M-558,105.77,203,0
M-410,69.09,1245,0
M-444,51.26,6555,1
M-267,55.79,5549,0
M-194,53.26,7248,0
M-671,118.16,1011,0
M-138,119.08,4819,1
M-278,103.7,3243,1
M-235,54.69,1016,1
M-550,60.5,8871,1
M-308,114.22,2530,0
M-877,91.07,842,1
M-356,79.94,1209,0
M-951,79.54,3351,0
M-568,103.01,5440,0
M-849,86.36,8284,0
M-353,82.01,5792,1
M-196,63.56,1613,1
M-865,90.38,1084,0
M-814,111.87,1646,1
M-992,57.63,9977,0
M-567,51.23,2848,1
M-614,103.52,7989,0
M-521,105.05,6363,1
M-366,113.35,9186,0
M-324,75.43,3536,0
M-911,116.13,3675,1
M-852,69.68,9128,0
M-510,118.47,5861,0
M-751,91.03,100,0
M-931,116.51,1504,0
M-802,101.03,5134,1
M-839,100.18,3995,1
M-523,119.87,4573,1
M-364,80.72,8504,0
M-591,86.25,5682,1
M-829,81.1,8981,1
M-606,86.71,7527,1
M-570,76.93,2375,1
M-133,50.81,8261,0
M-908,68.27,2222,1
M-835,119.82,9493,0
M-505,109.49,1827,0
M-375,109.0,6045,1
M-831,53.44,2426,1
M-766,51.91,8791,1
M-842,109.28,6209,0
M-760,58.89,1817,1
M-115,95.28,2912,1
M-385,82.58,9935,1
M-193,100.69,8788,1
M-735,96.32,1976,0
M-107,80.51,6102,0
M-519,112.95,4433,1
M-834,86.86,5958,0
M-930,110.75,1397,0
M-715,109.58,2687,0
M-157,55.3,6715,0
M-834,97.15,3126,0
M-792,94.73,5742,1
M-488,93.64,7439,1
M-114,101.71,6705,0
M-912,50.89,8091,0
M-671,89.96,9173,0
M-736,88.47,9912,1
M-949,113.28,255,1
M-306,56.65,2713,1
M-702,103.22,625,0
M-130,102.24,2481,0
M-747,77.45,5290,1
M-765,67.16,8751,0
M-517,57.85,141,1
M-517,77.43,6390,0
M-205,54.56,6426,1
M-459,58.55,5749,0
M-602,111.83,563,1
M-715,117.52,1046,1
M-754,83.09,5586,0
M-253,115.19,2841,0
M-449,99.24,826,1
M-148,93.39,7265,1
M-247,109.91,5308,1
M-735,81.78,9169,0
M-357,75.88,2443,0
M-957,102.52,4217,1
M-925,85.79,4808,1
M-121,75.53,7739,1
M-701,50.6,8460,0
M-650,109.79,7675,1
M-633,67.54,8594,0
M-770,86.33,1343,0
M-949,53.26,8331,1
M-572,97.23,5768,0
M-271,51.4,1938,1
M-356,117.86,7098,0
M-644,96.14,4569,0
M-650,55.13,2890,0
M-549,77.63,9872,0
M-765,117.42,2159,1
M-669,109.34,7403,0
M-432,59.02,9587,1
M-277,95.02,9795,0
M-242,113.82,1215,0
M-310,53.21,4714,1
M-654,57.24,8348,1
M-790,72.36,242,1
M-793,83.89,3283,1
M-744,82.56,2896,1
M-268,61.91,9045,0
M-988,57.58,9454,0
M-127,86.01,9059,1
M-859,69.56,4104,1
M-213,119.17,8994,0
M-208,70.49,5995,1
M-285,57.35,2933,1
M-710,89.61,7952,0
M-528,80.46,1827,1
M-918,52.67,9961,1
M-624,117.05,6226,0
M-559,119.59,2696,1
M-303,88.71,6610,1
M-364,87.36,3071,0
M-732,70.75,8100,1
M-370,90.21,9036,0
M-657,108.4,2898,1
M-123,75.2,1439,0
M-238,104.8,7526,0
M-763,52.59,4913,1
M-636,112.72,3082,1
M-664,52.13,8233,1
M-705,63.85,732,0
M-310,104.36,5780,0
M-780,101.1,3803,0
M-746,76.14,1412,0
M-365,83.43,5714,0
M-786,55.55,4465,1
M-167,51.59,5625,0
M-784,53.17,3357,1
M-698,93.57,4841,1
M-427,111.25,9768,1
M-718,77.18,1559,1
M-306,97.87,4604,1
M-423,79.9,6667,1
M-698,52.85,4348,0
M-487,62.44,2104,0
M-526,94.23,714,0
M-972,77.57,3023,1
M-581,101.2,4091,1
M-252,97.87,2221,0
M-607,65.88,2564,0
M-286,118.5,4512,1
M-712,103.64,4188,1
M-303,65.4,3938,1
M-676,97.5,753,0
M-420,54.42,8669,1
M-418,78.53,9102,0
M-230,114.22,5980,1
M-160,55.71,7867,0
M-875,107.87,3549,0
M-487,118.43,3251,1
M-105,114.2,7749,0
M-876,89.78,3767,0
M-798,51.87,648,1
M-759,53.54,6449,0
M-147,74.54,2025,1
M-176,60.02,6536,1
M-257,76.84,4840,1
M-222,88.33,667,1
M-400,67.69,2199,0
M-749,95.89,2623,1
M-825,95.93,9137,1
M-255,63.15,7429,1
M-352,50.25,3387,1
M-683,99.01,5786,1
M-912,112.99,6369,1
M-623,108.03,4638,1
M-953,103.31,5338,1
M-469,80.77,3843,1
M-389,50.97,1102,0
M-520,98.09,5984,0
M-919,110.48,7649,0
M-390,95.31,4379,0
M-748,77.89,551,1
M-445,77.79,6721,1
M-405,63.6,9064,0
M-533,101.64,7601,0
M-651,74.71,2627,0
M-581,115.46,1544,1
M-330,90.96,130,0
M-177,50.7,6791,0
M-207,113.23,2543,1
M-818,83.3,7899,1
M-298,57.93,2888,1
M-383,55.95,5466,1
M-210,94.24,6345,0
M-168,52.65,8802,1
M-463,58.1,476,1
M-167,98.11,7422,0
M-964,66.97,338,0
M-220,66.49,1639,0
M-858,88.93,5185,0
M-929,75.02,6746,1
M-123,109.5,924,0
M-394,69.67,622,0
M-791,110.76,7482,0
M-735,94.91,752,1
M-328,76.78,8521,1
M-817,88.16,3963,1
M-397,105.58,4901,0
M-537,110.2,4214,1
M-286,82.7,9147,0
M-792,114.31,2573,0
M-216,104.74,900,0
M-862,97.08,4673,0
M-657,106.96,4395,0
M-849,98.37,6545,1
M-816,105.8,9337,1
M-377,104.94,6372,0
M-943,72.02,7661,0
M-547,103.44,7218,0
M-246,90.34,5745,1
M-431,92.82,4626,1
M-588,114.37,4352,0
M-735,116.4,9636,0
M-169,60.93,6766,1
M-505,67.17,5515,0
M-143,82.84,9542,1
M-248,112.92,3038,1
M-984,111.16,1826,0
M-386,76.93,990,1
M-655,69.73,5098,0
M-184,83.92,6340,1
